conversation_id,item,human_score,classifier_score
gptchats_67331,discovery,0,2
gptchats_67808,discovery,2,2
gptchats_68183,discovery,2,2
gptchats_72125,discovery,0,2
gptchats_7442,discovery,2,2
gptchats_75011,discovery,4,2
gptchats_75922,discovery,2,2
gptchats_778,discovery,2,2
gptchats_7896,discovery,2,2
gptchats_9583,discovery,1,2
coaching_10082,focus,3,3
coaching_11206,focus,2,3
coaching_11341,focus,1,3
coaching_12437,focus,4,3
coaching_12461,focus,2,2
coaching_12599,focus,4,3
coaching_12602,focus,4,4
coaching_12753,focus,4,3
coaching_13006,focus,5,3
coaching_13413,focus,4,3
coaching_13540,focus,2,3
coaching_13813,focus,4,3
coaching_14053,focus,3,2
coaching_14068,focus,3,2
coaching_14251,focus,1,3
coaching_14575,focus,1,3
coaching_14964,focus,4,3
coaching_14967,focus,4,3
coaching_15558,focus,4,3
coaching_15775,focus,0,4
coaching_15808,focus,4,3
coaching_15881,focus,0,2
coaching_16203,focus,2,3
coaching_16442,focus,4,3
coaching_16555,focus,1,3
coaching_16595,focus,0,2
coaching_16615,focus,0,2
coaching_16649,focus,4,3
coaching_16754,focus,2,3
coaching_16834,focus,0,2
coaching_16948,focus,0,2
coaching_17692,focus,3,2
coaching_17728,focus,2,3
coaching_1810,focus,3,3
coaching_18105,focus,4,3
coaching_182,focus,4,3
coaching_18233,focus,4,3
coaching_18320,focus,4,3
coaching_18764,focus,2,3
coaching_18970,focus,3,2
coaching_19019,focus,2,3
coaching_19351,focus,4,3
coaching_19681,focus,1,2
coaching_20504,focus,3,3
coaching_20991,focus,0,2
coaching_21142,focus,0,2
coaching_21609,focus,2,2
coaching_22319,focus,0,2
coaching_22352,focus,0,2
coaching_22357,focus,0,2
coaching_22426,focus,0,2
coaching_2479,focus,2,3
coaching_2762,focus,2,3
coaching_2815,focus,0,2
coaching_2914,focus,2,3
coaching_2975,focus,2,2
coaching_2985,focus,2,3
coaching_3077,focus,4,3
coaching_3591,focus,4,3
coaching_3724,focus,2,3
coaching_4206,focus,0,2
coaching_4422,focus,1,3
coaching_4640,focus,5,3
coaching_4743,focus,4,3
coaching_5702,focus,4,4
coaching_6016,focus,1,2
coaching_6056,focus,4,3
coaching_6296,focus,3,3
coaching_6315,focus,4,3
coaching_65,focus,4,3
coaching_6562,focus,2,3
coaching_6602,focus,4,3
coaching_6878,focus,2,3
coaching_6879,focus,2,3
coaching_6905,focus,2,3
coaching_7291,focus,2,3
coaching_7588,focus,4,3
coaching_8296,focus,5,3
coaching_8521,focus,4,2
coaching_9,focus,4,3
coaching_9244,focus,2,2
coaching_9804,focus,4,3
gptchats_12568,focus,0,2
gptchats_13113,focus,0,2
gptchats_14663,focus,0,2
gptchats_15316,focus,2,2
gptchats_16299,focus,2,2
gptchats_1639,focus,0,2
gptchats_17476,focus,2,2
gptchats_20901,focus,0,2
gptchats_22140,focus,0,2
gptchats_22310,focus,0,2
gptchats_24281,focus,1,2
gptchats_27259,focus,0,2
gptchats_27586,focus,0,2
gptchats_27983,focus,4,2
gptchats_28009,focus,1,2
gptchats_28340,focus,3,2
gptchats_2867,focus,2,2
gptchats_29760,focus,0,2
gptchats_30255,focus,3,2
gptchats_30732,focus,2,2
gptchats_35588,focus,0,2
gptchats_36795,focus,1,2
gptchats_3847,focus,0,2
gptchats_4378,focus,3,2
gptchats_45951,focus,1,2
gptchats_48626,focus,4,2
gptchats_48713,focus,2,2
gptchats_49728,focus,2,2
gptchats_51176,focus,2,2
gptchats_52983,focus,2,2
gptchats_5925,focus,0,2
gptchats_60674,focus,0,2
gptchats_60862,focus,2,2
gptchats_61082,focus,0,2
gptchats_65190,focus,0,2
gptchats_66708,focus,0,2
gptchats_67331,focus,0,2
gptchats_67808,focus,2,2
gptchats_68183,focus,0,2
gptchats_72125,focus,1,2
gptchats_7442,focus,0,2
gptchats_75011,focus,0,2
gptchats_75922,focus,2,2
gptchats_778,focus,1,2
gptchats_7896,focus,0,2
gptchats_9583,focus,0,2
coaching_10082,strategy,4,3
coaching_11206,strategy,0,3
coaching_11341,strategy,2,3
coaching_12437,strategy,2,3
coaching_12461,strategy,2,2
coaching_12599,strategy,2,3
coaching_12602,strategy,4,4
coaching_12753,strategy,2,3
coaching_13006,strategy,6,3
coaching_13413,strategy,2,3
coaching_13540,strategy,4,3
coaching_13813,strategy,3,3
coaching_14053,strategy,2,2
coaching_14068,strategy,2,2
coaching_14251,strategy,0,3
coaching_14575,strategy,2,3
coaching_14964,strategy,2,3
coaching_14967,strategy,3,3
coaching_15558,strategy,3,3
coaching_15775,strategy,4,4
coaching_15808,strategy,6,3
coaching_15881,strategy,2,2
coaching_16203,strategy,2,3
coaching_16442,strategy,6,3
coaching_16555,strategy,5,2
coaching_16595,strategy,2,2
coaching_16615,strategy,4,2
coaching_16649,strategy,5,3
coaching_16754,strategy,2,3
coaching_16834,strategy,2,2
coaching_16948,strategy,2,2
coaching_17692,strategy,3,2
coaching_17728,strategy,0,2
coaching_1810,strategy,2,3
coaching_18105,strategy,2,3
coaching_182,strategy,4,3
coaching_18233,strategy,2,2
coaching_18320,strategy,4,3
coaching_18764,strategy,2,3
coaching_18970,strategy,2,2
coaching_19019,strategy,1,2
coaching_19351,strategy,4,3
coaching_19681,strategy,0,2
coaching_20504,strategy,3,3
coaching_20991,strategy,4,2
coaching_21142,strategy,0,2
coaching_21609,strategy,0,2
coaching_22319,strategy,2,2
coaching_22352,strategy,2,2
coaching_22357,strategy,0,2
coaching_22426,strategy,0,2
coaching_2479,strategy,4,3
coaching_2762,strategy,3,2
coaching_2815,strategy,2,2
coaching_2914,strategy,2,3
coaching_2975,strategy,2,2
coaching_2985,strategy,1,3
coaching_3077,strategy,5,3
coaching_3591,strategy,4,3
coaching_3724,strategy,2,3
coaching_4206,strategy,0,2
coaching_4422,strategy,2,3
coaching_4640,strategy,5,3
coaching_4743,strategy,2,3
coaching_5702,strategy,6,4
coaching_6016,strategy,6,2
coaching_6056,strategy,2,3
coaching_6296,strategy,3,3
coaching_6315,strategy,4,2
coaching_65,strategy,2,3
coaching_6562,strategy,2,3
coaching_6602,strategy,4,3
coaching_6878,strategy,2,3
coaching_6879,strategy,2,3
coaching_6905,strategy,0,3
coaching_7291,strategy,2,3
coaching_7588,strategy,2,3
coaching_8296,strategy,6,3
coaching_8521,strategy,2,2
coaching_9,strategy,6,3
coaching_9244,strategy,1,2
coaching_9804,strategy,2,3
gptchats_12568,strategy,4,2
gptchats_13113,strategy,0,2
gptchats_14663,strategy,0,2
gptchats_15316,strategy,0,2
gptchats_16299,strategy,3,2
gptchats_1639,strategy,0,2
gptchats_17476,strategy,0,2
gptchats_20901,strategy,0,2
gptchats_22140,strategy,0,2
gptchats_22310,strategy,0,2
gptchats_24281,strategy,0,2
gptchats_27259,strategy,0,2
gptchats_27586,strategy,0,2
gptchats_27983,strategy,4,2
gptchats_28009,strategy,2,2
gptchats_28340,strategy,0,2
gptchats_2867,strategy,0,2
gptchats_29760,strategy,1,2
gptchats_30255,strategy,0,2
gptchats_30732,strategy,2,2
gptchats_35588,strategy,3,2
gptchats_36795,strategy,0,2
gptchats_3847,strategy,1,2
gptchats_4378,strategy,0,2
gptchats_45951,strategy,0,2
gptchats_48626,strategy,1,2
gptchats_48713,strategy,2,2
gptchats_49728,strategy,0,2
gptchats_51176,strategy,0,2
gptchats_52983,strategy,1,2
gptchats_5925,strategy,0,2
gptchats_60674,strategy,0,2
gptchats_60862,strategy,0,2
gptchats_61082,strategy,0,2
gptchats_65190,strategy,0,2
gptchats_66708,strategy,0,2
gptchats_67331,strategy,0,2
gptchats_67808,strategy,1,2
gptchats_68183,strategy,0,2
gptchats_72125,strategy,0,2
gptchats_7442,strategy,0,2
gptchats_75011,strategy,0,2
gptchats_75922,strategy,2,2
gptchats_778,strategy,2,2
gptchats_7896,strategy,0,2
gptchats_9583,strategy,1,2
coaching_10082,technique,3,3
coaching_11206,technique,0,3
coaching_11341,technique,3,3
coaching_12437,technique,4,3
coaching_12461,technique,2,2
coaching_12599,technique,6,3
coaching_12602,technique,4,4
coaching_12753,technique,2,3
coaching_13006,technique,5,3
coaching_13413,technique,2,3
coaching_13540,technique,4,3
coaching_13813,technique,4,3
coaching_14053,technique,4,2
coaching_14068,technique,2,2
coaching_14251,technique,0,3
coaching_14575,technique,0,3
coaching_14964,technique,2,3
coaching_14967,technique,3,3
coaching_15558,technique,4,3
coaching_15775,technique,4,4
coaching_15808,technique,6,3
coaching_15881,technique,2,2
coaching_16203,technique,2,3
coaching_16442,technique,4,3
coaching_16555,technique,5,2
coaching_16595,technique,4,2
coaching_16615,technique,5,2
coaching_16649,technique,5,3
coaching_16754,technique,4,3
coaching_16834,technique,2,2
coaching_16948,technique,2,2
coaching_17692,technique,4,2
coaching_17728,technique,0,3
coaching_1810,technique,0,3
coaching_18105,technique,4,3
coaching_182,technique,2,3
coaching_18233,technique,4,3
coaching_18320,technique,4,3
coaching_18764,technique,4,3
coaching_18970,technique,3,2
coaching_19019,technique,1,2
coaching_19351,technique,4,3
coaching_19681,technique,0,2
coaching_20504,technique,4,3
coaching_20991,technique,4,2
coaching_21142,technique,0,2
coaching_21609,technique,0,2
coaching_22319,technique,2,2
coaching_22352,technique,2,2
coaching_22357,technique,2,2
coaching_22426,technique,0,2
coaching_2479,technique,2,3
coaching_2762,technique,2,2
coaching_2815,technique,2,2
coaching_2914,technique,2,3
coaching_2975,technique,2,2
coaching_2985,technique,4,3
coaching_3077,technique,4,3
coaching_3591,technique,2,3
coaching_3724,technique,2,3
coaching_4206,technique,1,2
coaching_4422,technique,0,3
coaching_4640,technique,6,3
coaching_4743,technique,4,3
coaching_5702,technique,4,4
coaching_6016,technique,4,2
coaching_6056,technique,2,3
coaching_6296,technique,2,3
coaching_6315,technique,4,2
coaching_65,technique,4,3
coaching_6562,technique,2,3
coaching_6602,technique,4,3
coaching_6878,technique,2,3
coaching_6879,technique,2,3
coaching_6905,technique,0,3
coaching_7291,technique,2,3
coaching_7588,technique,2,3
coaching_8296,technique,6,3
coaching_8521,technique,2,2
coaching_9,technique,5,3
coaching_9244,technique,1,2
coaching_9804,technique,4,3
gptchats_12568,technique,3,2
gptchats_13113,technique,0,2
gptchats_14663,technique,0,2
gptchats_15316,technique,0,2
gptchats_16299,technique,2,2
gptchats_1639,technique,0,2
gptchats_17476,technique,0,2
gptchats_20901,technique,0,2
gptchats_22140,technique,0,2
gptchats_22310,technique,0,2
gptchats_24281,technique,0,2
gptchats_27259,technique,0,2
gptchats_27586,technique,0,2
gptchats_27983,technique,2,2
gptchats_28009,technique,2,2
gptchats_28340,technique,0,2
gptchats_2867,technique,0,2
gptchats_29760,technique,1,2
gptchats_30255,technique,0,2
gptchats_30732,technique,2,2
gptchats_35588,technique,3,2
gptchats_36795,technique,0,2
gptchats_3847,technique,0,2
gptchats_4378,technique,0,2
gptchats_45951,technique,0,2
gptchats_48626,technique,0,2
gptchats_48713,technique,2,2
gptchats_49728,technique,0,2
gptchats_51176,technique,0,2
gptchats_52983,technique,1,2
gptchats_5925,technique,0,2
gptchats_60674,technique,0,2
gptchats_60862,technique,0,2
gptchats_61082,technique,0,2
gptchats_65190,technique,0,2
gptchats_66708,technique,0,2
gptchats_67331,technique,0,2
gptchats_67808,technique,2,2
gptchats_68183,technique,0,2
gptchats_72125,technique,0,2
gptchats_7442,technique,0,2
gptchats_75011,technique,0,2
gptchats_75922,technique,0,2
gptchats_778,technique,1,2
gptchats_7896,technique,0,2
gptchats_9583,technique,0,2
coaching_10082,homework,0,3
coaching_11206,homework,0,2
coaching_11341,homework,0,3
coaching_12437,homework,4,3
coaching_12461,homework,0,2
coaching_12599,homework,4,3
coaching_12602,homework,3,4
coaching_12753,homework,0,0
coaching_13006,homework,4,3
coaching_13413,homework,4,3
coaching_13540,homework,4,3
coaching_13813,homework,3,2
coaching_14053,homework,2,0
coaching_14068,homework,0,2
coaching_14251,homework,0,3
coaching_14575,homework,0,2
coaching_14964,homework,0,2
coaching_14967,homework,2,3
coaching_15558,homework,2,2
coaching_15775,homework,0,0
coaching_15808,homework,1,3
coaching_15881,homework,2,0
coaching_16203,homework,0,3
coaching_16442,homework,2,3
coaching_16555,homework,0,0
coaching_16595,homework,2,2
coaching_16615,homework,0,0
coaching_16649,homework,4,3
coaching_16754,homework,2,3
coaching_16834,homework,2,2
coaching_16948,homework,0,2
coaching_17692,homework,1,2
coaching_17728,homework,0,2
coaching_1810,homework,0,2
coaching_18105,homework,2,3
coaching_182,homework,1,3
coaching_18233,homework,2,2
coaching_18320,homework,1,0
coaching_18764,homework,0,2
coaching_18970,homework,0,0
coaching_19019,homework,0,0
coaching_19351,homework,1,3
coaching_19681,homework,0,2
coaching_20504,homework,1,3
coaching_20991,homework,2,0
coaching_21142,homework,0,0
coaching_21609,homework,0,2
coaching_22319,homework,0,2
coaching_22352,homework,2,0
coaching_22357,homework,0,2
coaching_22426,homework,0,0
coaching_2479,homework,2,2
coaching_2762,homework,1,2
coaching_2815,homework,2,0
coaching_2914,homework,1,3
coaching_2975,homework,2,2
coaching_2985,homework,0,2
coaching_3077,homework,3,3
coaching_3591,homework,2,2
coaching_3724,homework,0,2
coaching_4206,homework,0,2
coaching_4422,homework,0,3
coaching_4640,homework,2,3
coaching_4743,homework,4,3
coaching_5702,homework,0,4
coaching_6016,homework,0,2
coaching_6056,homework,2,2
coaching_6296,homework,0,2
coaching_6315,homework,0,0
coaching_65,homework,2,2
coaching_6562,homework,2,2
coaching_6602,homework,4,3
coaching_6878,homework,2,3
coaching_6879,homework,0,2
coaching_6905,homework,0,0
coaching_7291,homework,0,0
coaching_7588,homework,0,2
coaching_8296,homework,0,2
coaching_8521,homework,2,2
coaching_9,homework,0,0
coaching_9244,homework,0,0
coaching_9804,homework,4,3
gptchats_12568,homework,0,0
gptchats_13113,homework,0,0
gptchats_14663,homework,0,0
gptchats_15316,homework,0,0
gptchats_16299,homework,1,0
gptchats_1639,homework,0,0
gptchats_17476,homework,0,0
gptchats_20901,homework,0,0
gptchats_22140,homework,0,0
gptchats_22310,homework,0,0
gptchats_24281,homework,0,0
gptchats_27259,homework,0,0
gptchats_27586,homework,0,0
gptchats_27983,homework,3,0
gptchats_28009,homework,0,0
gptchats_28340,homework,0,0
gptchats_2867,homework,0,0
gptchats_29760,homework,0,0
gptchats_30255,homework,0,0
gptchats_30732,homework,0,0
gptchats_35588,homework,0,0
gptchats_36795,homework,0,0
gptchats_3847,homework,0,0
gptchats_4378,homework,0,0
gptchats_45951,homework,0,0
gptchats_48626,homework,0,0
gptchats_48713,homework,0,0
gptchats_49728,homework,0,0
gptchats_51176,homework,0,0
gptchats_52983,homework,0,2
gptchats_5925,homework,0,0
gptchats_60674,homework,0,0
gptchats_60862,homework,0,0
gptchats_61082,homework,0,0
gptchats_65190,homework,0,0
gptchats_66708,homework,0,0
gptchats_67331,homework,0,0
gptchats_67808,homework,0,0
gptchats_68183,homework,0,0
gptchats_72125,homework,0,0
gptchats_7442,homework,0,0
gptchats_75011,homework,0,0
gptchats_75922,homework,0,0
gptchats_778,homework,0,0
gptchats_7896,homework,0,0
gptchats_9583,homework,0,0
