ctrs_agenda,ctrs_feedback,ctrs_understanding,ctrs_interpersonal,ctrs_collaboration,ctrs_pacing,ctrs_discovery,ctrs_focus,ctrs_strategy,ctrs_technique,ctrs_homework,conversation_id,ctrs_overall,pid
2,0,2,2,2,2,0,0,0,0,0,gptchats_27585,0.9090909090909092,80327675
2,2,3,3,3,3,2,2,2,2,0,coaching_20445,2.1818181818181817,10347736
2,2,3,3,2,2,2,2,2,2,0,gptchats_15251,2.0,80243781
0,2,2,2,2,2,2,2,2,2,0,gptchats_74863,1.6363636363636365,80337958
2,2,3,3,2,2,2,2,2,2,0,gptchats_9824,2.0,80239764
2,2,3,3,3,3,2,2,2,2,0,gptchats_15521,2.1818181818181817,80253604
4,4,5,4,4,4,4,4,4,4,0,coaching_20335,3.727272727272727,80346725
2,2,3,3,2,2,2,2,2,2,0,gptchats_62971,2.0,80231750
4,4,4,4,4,4,4,4,4,4,4,coaching_3826,4.0,80231750
2,2,3,3,2,2,2,2,2,2,0,gptchats_30951,2.0,80322169
2,2,3,3,2,2,2,2,2,2,0,gptchats_18763,2.0,80233922
4,3,4,4,4,4,3,3,3,3,0,gptchats_74875,3.1818181818181817,80326923
2,2,3,3,2,2,2,2,2,2,0,gptchats_9826,2.0,80239767
0,0,2,2,0,1,0,0,0,0,0,gptchats_45464,0.4545454545454545,80338897
2,2,3,3,2,3,2,2,2,2,0,gptchats_13622,2.090909090909091,80245723
2,0,3,3,2,2,2,2,2,0,0,gptchats_25390,1.6363636363636365,80303209
2,2,3,3,2,2,2,2,2,2,0,gptchats_15253,2.0,80253560
0,0,2,2,0,0,0,0,0,0,0,gptchats_48140,0.3636363636363636,80339131
0,0,2,2,0,1,0,0,0,0,0,gptchats_57060,0.4545454545454545,80338240
2,2,3,3,2,2,2,2,2,2,0,gptchats_2973,2.0,80229297
2,0,2,2,2,2,0,0,0,0,0,gptchats_18777,0.9090909090909092,80255605
2,2,3,3,2,3,2,2,2,2,0,gptchats_37794,2.090909090909091,80336754
0,0,2,2,0,1,0,0,0,0,0,gptchats_51411,0.4545454545454545,80339743
4,4,4,4,4,4,4,4,4,4,4,coaching_22250,4.0,40356647
2,2,2,2,2,2,2,2,2,2,2,coaching_22536,2.0,40355818
2,2,3,3,2,2,2,2,2,2,2,coaching_10498,2.1818181818181817,99301274
2,0,3,3,2,2,2,2,2,2,0,gptchats_48626,1.818181818181818,80295919
2,2,3,2,2,2,2,2,2,2,0,gptchats_30945,1.9090909090909092,80231750
2,0,3,3,2,2,1,1,1,1,0,gptchats_53560,1.4545454545454546,80339027
2,2,3,3,2,2,2,2,2,2,0,gptchats_43773,2.0,80337949
2,2,3,3,3,2,2,2,2,2,0,gptchats_9198,2.090909090909091,80238641
0,0,0,0,0,0,0,0,0,0,0,gptchats_55111,0.0,99337632
2,2,3,3,2,2,2,2,2,2,0,gptchats_5952,2.0,80234218
2,2,3,3,2,2,2,2,2,2,0,gptchats_18039,2.0,80238186
2,2,3,3,2,2,2,2,2,2,0,gptchats_4494,2.0,80225727
2,2,3,3,2,2,2,2,2,2,0,gptchats_56430,2.0,80339113
2,2,3,2,2,2,2,2,2,2,0,gptchats_10465,1.9090909090909092,80238186
2,1,2,2,2,2,1,1,1,1,0,gptchats_50041,1.3636363636363635,80335527
2,2,3,3,2,2,2,2,2,2,0,gptchats_16014,2.0,80233715
2,2,3,3,3,3,2,2,2,2,2,gptchats_53548,2.363636363636364,80341344
2,2,3,3,2,2,2,2,2,2,2,gptchats_12272,2.1818181818181817,80241297
2,0,2,2,2,2,0,0,0,0,0,gptchats_62795,0.9090909090909092,80346648
2,0,4,4,3,3,2,2,2,2,0,gptchats_73840,2.1818181818181817,5067795
2,2,3,3,2,2,2,2,2,2,0,gptchats_35815,2.0,80241102
0,0,2,2,0,0,0,0,0,0,0,gptchats_72586,0.3636363636363636,7090333
4,3,4,4,4,4,4,4,4,4,0,coaching_21017,3.5454545454545454,80345956
2,2,3,3,2,2,2,2,2,2,2,gptchats_14603,2.1818181818181817,80235692
4,4,4,4,4,4,4,4,4,4,4,coaching_21771,4.0,30263673
2,2,3,3,2,2,2,2,2,2,0,gptchats_55887,2.0,80342470
2,2,3,3,2,2,2,2,2,2,0,gptchats_44752,2.0,80339052
0,0,2,2,0,2,0,0,0,0,0,gptchats_50727,0.5454545454545454,80340457
2,2,3,3,2,2,2,2,2,2,0,gptchats_48168,2.0,80339624
2,2,3,3,3,3,2,2,2,2,0,gptchats_16772,2.1818181818181817,80239849
2,2,3,3,2,2,2,2,2,2,0,gptchats_2783,2.0,80229047
2,2,3,3,2,2,2,2,2,2,0,gptchats_29582,2.0,80333248
2,2,3,3,2,2,2,2,2,2,0,gptchats_66295,2.0,80342752
0,0,2,2,0,0,0,0,0,0,0,gptchats_49276,0.3636363636363636,80332866
2,2,3,3,2,2,2,2,2,2,0,gptchats_739,2.0,80224994
2,2,3,3,2,2,2,2,2,2,0,gptchats_10317,2.0,80240411
2,2,3,3,2,2,2,2,2,2,0,gptchats_3489,2.0,80230160
2,2,3,3,2,2,2,2,2,2,0,gptchats_60828,2.0,80306575
2,2,4,4,3,3,2,2,2,2,0,gptchats_45458,2.363636363636364,80339051
2,0,2,2,2,2,2,2,2,0,0,gptchats_14171,1.4545454545454546,80235565
2,2,3,3,2,2,2,2,2,2,0,gptchats_12500,2.0,80243177
2,2,3,3,2,2,2,2,2,2,0,gptchats_54555,2.0,80339095
2,2,3,3,2,2,2,2,2,2,0,gptchats_65950,2.0,5050742
2,2,3,3,3,3,3,3,3,3,2,coaching_13813,2.727272727272727,80339389
2,3,4,4,3,3,3,3,3,3,0,coaching_6976,2.8181818181818183,80331253
2,2,3,2,2,2,2,2,2,2,0,gptchats_12266,1.9090909090909092,80225614
2,2,4,4,2,2,2,2,2,2,0,gptchats_54233,2.1818181818181817,80309730
2,2,3,3,2,2,2,2,2,2,0,gptchats_6297,2.0,80234694
2,0,2,2,2,2,0,0,0,0,0,gptchats_62781,0.9090909090909092,80346270
0,0,2,2,0,0,0,0,0,0,0,gptchats_3561,0.3636363636363636,80230298
2,2,3,3,2,2,2,2,2,2,0,gptchats_67821,2.0,80340944
2,2,3,3,2,2,2,2,2,2,0,gptchats_50055,2.0,80233952
2,2,3,3,2,3,2,2,2,2,0,gptchats_26128,2.090909090909091,80322605
2,2,3,3,2,2,2,2,2,2,0,gptchats_3304,2.0,80229769
2,2,3,3,2,2,2,2,2,2,0,gptchats_28105,2.0,80329343
2,2,3,3,2,2,2,2,2,2,0,gptchats_65005,2.0,80238186
2,0,2,2,2,2,0,0,0,0,0,gptchats_52871,0.9090909090909092,80338897
0,0,2,2,2,2,0,0,0,0,0,gptchats_25347,0.7272727272727273,80318681
2,2,3,3,2,2,2,2,2,2,0,gptchats_35154,2.0,80315632
2,2,3,3,3,3,2,2,2,2,0,gptchats_65763,2.1818181818181817,30353788
2,2,3,3,2,2,2,2,2,2,0,coaching_16122,2.0,80339040
2,2,3,3,2,2,2,2,2,2,0,gptchats_7604,2.0,80236517
2,1,2,2,2,2,1,2,1,1,0,gptchats_8537,1.4545454545454546,80237750
2,2,3,3,2,2,2,2,2,2,0,gptchats_61505,2.0,80337086
2,2,3,3,2,2,2,2,2,2,0,gptchats_28663,2.0,80331027
2,2,3,3,2,2,2,2,2,2,0,gptchats_68247,2.0,20361141
2,2,3,2,2,2,2,2,2,2,0,gptchats_21121,1.9090909090909092,80285613
2,2,3,2,2,2,2,2,2,2,0,gptchats_18978,1.9090909090909092,80228855
2,2,3,3,2,2,2,2,2,2,0,gptchats_5013,2.0,80232638
2,2,3,3,2,2,2,2,2,2,0,gptchats_4319,2.0,80231476
1,1,2,2,1,1,1,1,1,1,0,gptchats_28677,1.0909090909090908,80327518
2,2,3,3,3,2,2,2,2,2,0,gptchats_71702,2.090909090909091,40364386
2,2,3,3,2,2,2,2,2,2,0,gptchats_3476,2.0,80230054
2,2,4,4,3,3,2,2,2,2,0,gptchats_37757,2.363636363636364,80336748
2,2,3,3,2,2,2,2,2,2,0,gptchats_38464,2.0,80336934
1,1,2,2,1,2,1,1,1,1,0,gptchats_68253,1.181818181818182,7002260
2,2,3,3,3,2,2,2,2,2,1,gptchats_21135,2.1818181818181817,80277667
2,2,3,3,2,2,2,2,2,2,0,gptchats_16799,2.0,80241310
2,2,3,3,2,2,2,2,2,2,0,gptchats_29569,2.0,80333229
4,2,4,4,4,4,2,2,2,2,2,coaching_20484,2.909090909090909,80349089
0,0,2,2,0,0,0,0,0,0,0,gptchats_73115,0.3636363636363636,5021632
0,0,1,1,0,1,0,1,0,0,0,gptchats_13187,0.3636363636363636,80241205
0,0,2,2,0,1,0,2,0,0,0,gptchats_8245,0.6363636363636364,80234313
2,2,4,4,3,3,2,2,2,2,0,gptchats_65011,2.363636363636364,80339102
2,2,3,3,2,2,2,2,2,2,0,gptchats_1507,2.0,80227000
2,2,3,3,2,2,2,2,2,2,0,gptchats_14830,2.0,80234724
2,2,3,3,2,2,2,2,2,2,0,gptchats_11790,2.0,80240882
2,2,3,3,2,2,2,2,2,2,0,gptchats_21653,2.0,80235033
0,0,0,0,0,0,0,0,0,0,0,gptchats_11948,0.0,80234879
2,2,3,3,2,2,2,2,2,2,0,gptchats_27222,2.0,80326198
2,2,3,3,2,2,2,2,2,2,0,coaching_6779,2.0,80330099
2,2,3,3,2,2,2,2,2,2,0,gptchats_43940,2.0,80338693
2,2,4,3,3,3,3,3,3,3,0,coaching_8754,2.636363636363636,80253647
2,2,3,3,2,2,2,2,2,2,0,gptchats_29227,2.0,80257851
2,0,2,2,2,2,0,2,2,2,0,gptchats_59918,1.4545454545454546,80346298
2,2,3,3,2,2,2,2,2,2,2,coaching_16002,2.1818181818181817,80337107
2,2,3,3,2,2,2,2,2,2,0,gptchats_2026,2.0,80226634
2,2,3,3,2,2,2,2,2,2,0,gptchats_20565,2.0,80235629
2,2,3,3,2,2,2,2,2,2,0,gptchats_5991,2.0,80234201
0,0,2,2,0,0,0,0,0,0,0,gptchats_3338,0.3636363636363636,80229801
2,2,3,2,2,2,2,2,2,2,0,gptchats_11960,1.9090909090909092,80241105
2,2,3,3,2,2,2,2,2,2,0,gptchats_28139,2.0,80329390
2,2,3,3,2,2,2,2,2,2,0,gptchats_30776,2.0,80333665
2,2,3,3,2,2,2,2,2,2,0,gptchats_16969,2.0,80259404
0,0,2,2,0,2,0,2,0,0,0,gptchats_28887,0.7272727272727273,80331791
2,2,3,3,2,2,2,2,2,2,0,gptchats_47298,2.0,80339395
2,2,3,3,2,2,2,2,2,2,0,gptchats_2740,2.0,80229036
2,2,3,3,2,2,2,2,2,2,0,gptchats_18944,2.0,80255191
2,2,4,4,3,3,2,2,2,2,0,gptchats_60627,2.363636363636364,80295919
1,1,2,2,1,2,1,1,1,1,0,gptchats_9615,1.181818181818182,80239331
2,2,3,3,2,2,2,2,2,2,0,coaching_7301,2.0,80332804
2,2,4,4,3,3,2,3,2,2,0,gptchats_32607,2.4545454545454546,80234180
2,2,3,3,2,2,2,2,2,2,0,gptchats_6526,2.0,80235000
2,2,3,3,2,3,2,2,2,2,0,coaching_17200,2.090909090909091,80339402
2,2,3,3,2,2,2,2,2,2,0,gptchats_22414,2.0,80253604
2,2,3,3,2,2,2,2,2,2,0,gptchats_6532,2.0,80235002
2,0,3,3,2,3,2,2,2,2,0,coaching_18127,1.9090909090909092,10343050
2,2,3,3,2,2,2,2,2,2,0,gptchats_64455,2.0,80342033
0,0,2,2,0,2,0,0,0,0,0,gptchats_75558,0.5454545454545454,5094820
2,0,2,2,2,2,0,0,0,0,0,gptchats_66242,0.9090909090909092,5043174
2,2,3,3,3,3,2,2,2,2,0,gptchats_29555,2.1818181818181817,80333202
2,2,3,3,3,3,2,2,2,2,2,gptchats_26666,2.363636363636364,80324757
2,2,3,3,2,2,2,2,2,2,0,gptchats_18950,2.0,80227464
2,2,2,2,2,2,2,2,2,2,0,gptchats_29233,1.818181818181818,80332577
2,2,3,3,2,2,2,2,2,2,0,gptchats_40285,2.0,80230437
2,2,3,3,2,2,2,2,2,2,0,gptchats_60155,2.0,80346299
2,2,3,3,2,2,2,2,2,2,0,gptchats_68509,2.0,80231539
2,0,3,3,2,2,0,0,0,0,0,gptchats_70346,1.0909090909090908,80338925
2,1,2,2,2,2,1,2,1,1,0,gptchats_20571,1.4545454545454546,80283785
2,2,3,3,3,2,2,2,2,2,0,gptchats_8279,2.090909090909091,80228507
0,0,1,1,0,0,0,0,0,0,0,gptchats_26368,0.1818181818181818,80322395
4,4,5,4,4,4,4,4,4,4,4,coaching_8998,4.090909090909091,80335172
4,3,4,4,4,4,3,3,3,3,3,coaching_18641,3.4545454545454546,10343050
2,0,3,3,2,3,2,2,2,2,0,gptchats_64333,1.9090909090909092,80322011
2,2,3,3,2,2,2,2,2,2,0,gptchats_9167,2.0,80238613
0,0,2,2,0,0,0,0,0,0,0,gptchats_74120,0.3636363636363636,40355666
2,2,3,3,2,2,2,2,2,2,0,gptchats_75969,2.0,40371443
4,3,4,4,4,4,3,3,3,3,3,coaching_20651,3.4545454545454546,80347875
2,2,3,3,2,2,2,2,2,2,0,gptchats_55461,2.0,80342200
2,2,3,3,2,3,2,2,2,2,0,gptchats_64864,2.090909090909091,80231750
2,2,3,3,2,2,2,2,2,2,0,gptchats_6903,2.0,80235600
0,1,2,2,1,1,0,1,0,0,0,gptchats_11223,0.7272727272727273,80234852
2,2,3,3,2,2,2,2,2,2,0,gptchats_27949,2.0,80254164
2,0,2,3,2,2,2,2,1,1,0,gptchats_47065,1.5454545454545454,80295919
2,2,3,3,2,3,2,2,2,2,0,gptchats_21486,2.090909090909091,80284901
2,0,3,3,2,2,2,2,2,2,0,gptchats_4872,1.818181818181818,80225117
2,2,3,3,2,2,2,2,2,2,0,gptchats_31695,2.0,80334841
2,2,3,3,2,2,2,2,2,2,0,gptchats_41372,2.0,80330680
2,2,3,3,2,2,2,2,2,2,0,gptchats_17134,2.0,80243179
2,2,3,3,2,2,2,2,2,2,0,gptchats_25838,2.0,80321598
2,2,3,3,2,2,2,2,2,2,0,gptchats_34935,2.0,80336028
2,2,3,3,2,2,2,2,2,2,0,gptchats_14429,2.0,80236476
2,2,3,3,2,2,2,2,2,2,0,gptchats_12058,2.0,80242359
2,2,3,3,2,2,2,2,2,2,0,gptchats_15737,2.0,80252551
4,4,4,4,4,4,4,4,4,4,0,coaching_20123,3.636363636363636,80346761
2,2,3,3,2,3,2,2,2,2,0,gptchats_10897,2.090909090909091,80240685
2,2,3,3,2,3,2,2,2,2,2,gptchats_58637,2.272727272727273,80325823
2,2,3,3,3,3,2,2,2,2,0,gptchats_40078,2.1818181818181817,80335907
2,2,3,3,2,2,2,2,2,2,0,gptchats_11551,2.0,80240762
2,2,3,3,2,2,2,2,2,2,0,gptchats_57504,2.0,80336141
2,2,3,3,2,2,2,2,2,2,0,gptchats_18213,2.0,80259527
2,2,3,3,2,2,2,2,2,2,0,coaching_22052,2.0,40355079
2,2,3,3,2,2,2,2,2,2,0,gptchats_17646,2.0,80255290
0,0,2,2,0,0,0,0,0,0,0,gptchats_70805,0.3636363636363636,20355661
2,2,3,3,3,3,3,3,2,2,0,gptchats_16558,2.363636363636364,80257417
0,0,2,2,0,2,0,0,0,0,0,gptchats_47071,0.5454545454545454,80339395
2,2,3,3,2,2,2,2,2,2,0,gptchats_15051,2.0,80251297
2,2,3,3,2,2,2,2,2,2,0,gptchats_53004,2.0,80337949
2,2,3,3,2,2,2,2,2,2,0,gptchats_45666,2.0,80339199
2,2,2,2,2,2,2,2,2,2,0,gptchats_6917,1.818181818181818,80235620
2,2,3,3,2,2,2,2,2,2,0,gptchats_10101,2.0,80236741
2,2,3,3,3,2,2,2,2,2,0,gptchats_3847,2.090909090909091,80230644
0,0,2,2,0,1,0,0,0,0,0,gptchats_29780,0.4545454545454545,80331086
2,2,3,3,2,2,2,2,2,2,0,gptchats_15079,2.0,80253278
2,2,3,3,2,2,2,2,2,2,0,gptchats_75955,2.0,5094821
2,2,3,3,2,2,2,2,2,2,0,gptchats_1088,2.0,80226109
0,0,2,2,0,2,0,0,0,0,0,gptchats_54743,0.5454545454545454,80339113
2,2,3,3,2,2,2,2,2,2,2,gptchats_64858,2.1818181818181817,80314739
0,0,1,2,0,1,0,0,0,0,0,gptchats_13408,0.3636363636363636,80240871
4,4,4,4,4,4,4,4,4,4,4,coaching_21573,4.0,40353257
2,2,3,3,3,2,2,2,2,2,0,gptchats_14401,2.090909090909091,80234092
2,2,3,3,3,3,2,2,2,2,2,gptchats_53992,2.363636363636364,80339286
2,2,3,3,2,2,2,2,2,2,0,gptchats_42647,2.0,80338170
2,2,3,3,2,2,2,2,2,2,0,gptchats_6081,2.0,80230452
2,2,3,3,2,2,2,2,2,2,0,gptchats_12070,2.0,80242373
2,2,3,3,2,2,2,2,2,2,2,gptchats_5588,2.1818181818181817,80228852
2,2,3,3,2,2,2,2,2,2,0,gptchats_56632,2.0,80256965
2,2,3,3,3,2,2,2,2,2,2,gptchats_68904,2.272727272727273,5042814
2,2,3,3,2,2,2,2,2,2,0,gptchats_59501,2.0,80340944
2,2,3,3,2,2,2,2,2,2,0,gptchats_31871,2.0,80334585
2,2,3,3,2,2,2,2,2,2,0,gptchats_56626,2.0,80339050
2,2,3,3,2,2,2,2,2,2,0,gptchats_10673,2.0,80240762
2,2,3,3,2,2,2,2,2,2,0,gptchats_25810,2.0,80321481
2,2,3,3,2,2,2,2,2,2,2,gptchats_12064,2.1818181818181817,80240280
0,0,1,1,0,1,0,0,0,0,0,gptchats_75941,0.2727272727272727,70127475
2,2,3,3,2,2,2,2,2,2,0,gptchats_64694,2.0,80336337
2,2,3,3,3,3,3,3,3,3,2,gptchats_45882,2.727272727272727,80339346
2,2,3,3,3,3,2,2,2,2,2,gptchats_55449,2.363636363636364,80340449
2,0,3,3,2,2,1,1,0,0,0,gptchats_52326,1.2727272727272727,80339065
2,2,3,3,2,2,2,2,2,2,0,gptchats_66083,2.0,6070622
2,2,3,3,2,2,2,2,2,2,0,gptchats_10115,2.0,80228841
2,0,3,3,2,2,1,1,1,0,0,gptchats_70839,1.3636363636363635,9990552
2,2,3,3,2,2,2,2,2,2,0,gptchats_3853,2.0,80230652
0,0,2,2,1,0,0,0,0,0,0,gptchats_38841,0.4545454545454545,80336482
2,2,3,3,2,2,2,2,2,2,0,gptchats_29794,2.0,80294918
2,2,3,3,2,2,2,2,2,2,0,gptchats_2595,2.0,80228837
2,2,3,3,2,2,2,2,2,2,0,gptchats_19657,2.0,80226174
2,2,3,3,2,2,2,2,2,2,0,gptchats_39587,2.0,80337251
0,0,2,2,0,0,0,0,0,0,0,gptchats_3660,0.3636363636363636,80230451
2,2,3,3,3,2,2,2,2,2,0,gptchats_59298,2.090909090909091,80337949
2,2,3,3,2,2,2,2,2,2,0,gptchats_75772,2.0,70106697
2,2,3,3,2,3,2,2,2,2,0,coaching_19013,2.090909090909091,99342613
2,2,3,3,2,2,2,2,2,2,0,gptchats_14398,2.0,80248270
2,2,3,3,2,2,2,2,2,2,2,gptchats_1077,2.1818181818181817,80226050
0,0,2,2,0,0,0,0,0,0,0,gptchats_6718,0.3636363636363636,80234076
2,2,3,3,3,3,2,2,2,2,0,gptchats_73465,2.1818181818181817,7098144
2,2,3,3,2,2,2,2,2,2,0,gptchats_1711,2.0,80227494
2,2,3,3,2,2,2,2,2,2,0,coaching_17758,2.0,80339389
2,2,3,2,2,2,2,2,2,2,0,gptchats_23252,1.9090909090909092,80240280
2,0,2,2,2,2,0,0,0,0,0,gptchats_65207,0.9090909090909092,40352904
2,2,3,3,2,2,2,2,2,2,0,gptchats_13391,2.0,80239884
2,2,3,3,2,2,2,2,2,2,0,gptchats_28307,2.0,80282856
2,2,3,3,2,2,2,2,2,2,0,gptchats_27034,2.0,80325786
2,2,4,4,3,3,3,3,2,2,0,gptchats_47918,2.5454545454545454,80339051
2,2,3,3,3,3,2,2,2,2,2,gptchats_58838,2.363636363636364,9933051
1,1,2,2,1,2,1,1,1,1,0,gptchats_2218,1.181818181818182,80228322
2,2,3,3,2,2,2,2,2,2,0,gptchats_5577,2.0,80227033
0,1,2,2,1,2,0,1,0,0,0,gptchats_31656,0.8181818181818182,80333453
2,2,3,3,2,2,2,2,2,2,0,gptchats_11586,2.0,80237740
3,3,4,3,3,3,3,3,3,3,3,coaching_4350,3.090909090909091,80309918
2,2,4,4,3,2,3,3,2,2,0,gptchats_61075,2.4545454545454546,80295919
4,3,4,4,4,4,4,4,4,4,4,coaching_17136,3.909090909090909,80338894
2,2,3,3,2,2,2,2,2,2,0,gptchats_69429,2.0,7055094
0,0,2,2,0,1,0,2,1,0,0,gptchats_71266,0.7272727272727273,5068012
2,2,3,3,2,2,2,2,2,2,2,gptchats_67404,2.1818181818181817,80282856
2,0,2,2,2,2,0,0,0,0,0,gptchats_21451,0.9090909090909092,80285867
2,2,3,3,2,2,2,2,2,2,0,gptchats_9359,2.0,80238520
2,2,3,3,3,3,2,2,2,2,0,gptchats_25637,2.1818181818181817,80320390
2,2,4,4,3,3,2,2,2,2,0,gptchats_73471,2.363636363636364,5067795
2,0,3,3,2,2,2,2,2,2,0,gptchats_22158,1.818181818181818,80295398
0,0,2,2,2,2,2,2,0,0,0,gptchats_24529,1.0909090909090908,80313389
2,2,3,3,2,2,2,2,2,2,0,gptchats_7374,2.0,80236245
2,2,4,4,3,3,3,3,2,2,0,gptchats_53979,2.5454545454545454,80336708
4,4,4,4,4,4,4,4,4,4,4,coaching_21598,4.0,40292275
2,2,3,3,3,3,3,3,3,3,2,coaching_15047,2.727272727272727,80340010
2,2,3,3,2,2,2,2,2,2,0,gptchats_5205,2.0,80229378
2,2,3,3,3,3,3,3,3,3,3,coaching_4422,2.8181818181818183,80311023
2,0,3,3,2,2,2,2,2,2,0,gptchats_68051,1.818181818181818,40360351
3,3,4,4,4,4,3,3,3,3,3,coaching_17650,3.363636363636364,80342301
5,5,5,5,5,5,5,5,5,5,5,coaching_22091,5.0,40248935
2,2,3,3,2,2,2,2,2,2,0,gptchats_36893,2.0,80238922
2,2,3,3,2,2,2,2,2,2,0,gptchats_8187,2.0,80237102
2,2,3,3,2,2,2,2,2,2,0,gptchats_62232,2.0,80346694
2,2,3,3,2,2,2,2,2,2,0,gptchats_24267,2.0,80312074
0,0,1,1,0,0,0,0,0,0,0,gptchats_26618,0.1818181818181818,80322258
2,2,3,3,3,2,2,2,2,2,0,gptchats_54958,2.090909090909091,80341280
2,2,3,3,2,2,2,2,2,2,0,gptchats_64643,2.0,80335231
2,2,3,3,2,3,2,2,2,2,0,gptchats_60425,2.090909090909091,80261928
2,2,3,3,2,2,2,2,2,2,0,gptchats_57289,2.0,10343051
2,2,3,3,2,2,2,2,2,2,0,gptchats_38896,2.0,80314765
2,2,3,3,2,2,2,2,2,2,0,gptchats_2542,2.0,80228770
2,0,3,3,2,2,0,0,0,0,0,gptchats_70636,1.0909090909090908,80333927
2,2,3,3,2,2,2,2,2,2,0,gptchats_4133,2.0,80228951
0,0,0,0,0,0,0,0,0,0,0,gptchats_25477,0.0,80319288
2,2,3,3,2,2,2,2,2,2,0,gptchats_26316,2.0,80323428
2,2,3,3,2,2,2,2,2,2,0,gptchats_49909,2.0,80340289
0,0,2,2,0,0,0,0,0,0,0,gptchats_6042,0.3636363636363636,80234286
4,4,4,4,4,4,4,4,4,4,0,coaching_17764,3.636363636363636,99342613
2,2,3,3,2,2,2,2,2,2,0,gptchats_53789,2.0,80335761
2,2,3,3,3,2,2,2,2,2,0,gptchats_22170,2.090909090909091,80232255
2,2,3,3,2,2,2,2,2,2,0,gptchats_34712,2.0,80336021
2,2,3,3,2,3,2,2,2,2,2,gptchats_15904,2.272727272727273,80255664
0,0,2,1,0,1,0,2,2,1,0,gptchats_68577,0.8181818181818182,7082965
2,0,2,2,2,2,0,2,0,0,0,gptchats_62554,1.0909090909090908,80346256
2,2,3,3,3,3,2,2,2,2,2,coaching_13378,2.363636363636364,80339209
2,2,3,3,3,3,2,2,2,2,0,coaching_17770,2.1818181818181817,99342613
0,0,2,2,0,1,0,0,0,0,0,gptchats_72753,0.4545454545454545,99104254
2,2,3,3,2,2,2,2,2,2,0,gptchats_53945,2.0,80340615
2,2,3,3,2,2,2,2,2,2,2,gptchats_70144,2.1818181818181817,5040596
2,2,3,3,2,2,2,2,2,2,0,gptchats_2230,2.0,80228353
2,2,3,3,2,2,2,2,2,2,0,gptchats_4899,2.0,80230701
2,2,3,3,3,3,2,2,2,2,0,gptchats_50294,2.1818181818181817,80339071
2,2,3,3,2,2,2,2,2,2,0,gptchats_29031,2.0,80332226
2,2,3,3,2,3,2,2,2,2,2,gptchats_3978,2.272727272727273,80227820
2,2,3,3,2,2,2,2,2,2,0,gptchats_60431,2.0,80336482
2,2,3,3,2,2,2,2,2,2,0,gptchats_5239,2.0,80228810
2,2,3,3,2,2,2,2,2,2,0,gptchats_29757,2.0,80333054
2,2,3,2,2,2,1,2,1,1,0,gptchats_69373,1.6363636363636365,80241518
2,2,3,3,2,2,2,2,2,2,0,gptchats_4127,2.0,80231243
2,2,3,3,2,3,2,2,2,2,0,coaching_20862,2.090909090909091,10347707
2,2,3,3,2,2,2,2,2,2,0,gptchats_62226,2.0,10348682
2,2,4,4,3,3,2,2,2,2,0,gptchats_65549,2.363636363636364,80333344
2,2,3,3,2,2,2,2,2,2,0,coaching_1566,2.0,80254287
2,2,3,3,2,3,2,2,2,2,0,gptchats_64657,2.090909090909091,80333927
2,0,3,3,2,2,2,2,2,2,0,gptchats_6730,1.818181818181818,80234997
4,4,5,4,4,4,4,4,4,4,3,coaching_7117,4.0,80332215
2,2,3,3,2,2,2,2,2,2,0,gptchats_12886,2.0,80238922
2,2,3,3,2,2,2,2,2,2,0,gptchats_22945,2.0,80302299
2,2,3,3,2,2,2,2,2,2,0,gptchats_31087,2.0,80231750
2,2,3,3,2,2,2,2,2,2,2,gptchats_11357,2.1818181818181817,80234277
2,2,3,3,2,2,2,2,2,2,0,gptchats_30399,2.0,80333620
0,0,2,2,0,0,0,0,0,0,0,gptchats_70965,0.3636363636363636,40364586
0,1,2,2,2,2,1,1,1,0,0,gptchats_29810,1.0909090909090908,80333361
4,3,4,4,4,4,3,3,3,3,3,coaching_22132,3.4545454545454546,9951025
2,2,3,3,2,3,2,2,2,2,0,gptchats_51773,2.090909090909091,80339360
2,2,3,3,2,2,2,2,2,2,0,gptchats_18373,2.0,80257978
2,2,3,3,2,2,2,2,2,2,0,gptchats_27183,2.0,80326000
2,2,3,3,2,2,2,2,2,2,0,gptchats_66861,2.0,80333690
4,4,4,4,4,4,4,4,4,4,4,coaching_3588,4.0,80298194
2,2,3,3,3,3,2,2,2,2,0,gptchats_34841,2.1818181818181817,80332236
2,2,3,3,2,2,2,2,2,2,0,gptchats_7459,2.0,80236358
2,0,3,3,2,2,2,2,2,0,0,gptchats_34699,1.6363636363636365,80322011
2,2,3,3,3,3,2,2,2,2,0,gptchats_55267,2.1818181818181817,80338926
2,2,3,3,3,3,2,2,2,2,0,coaching_14588,2.1818181818181817,80339010
2,2,3,2,2,2,2,2,2,2,0,gptchats_51001,1.9090909090909092,80319687
2,2,3,3,2,2,2,2,2,2,2,gptchats_17054,2.1818181818181817,80253779
2,2,3,3,3,3,2,2,2,2,0,gptchats_20820,2.1818181818181817,80284447
2,1,2,2,2,2,1,2,2,1,0,gptchats_57470,1.5454545454545454,80337949
2,2,3,3,2,2,2,2,2,2,0,gptchats_11425,2.0,80241482
2,2,3,3,2,2,2,2,2,2,0,gptchats_48236,2.0,80339889
2,2,3,3,2,2,2,2,2,2,0,gptchats_21280,2.0,80286482
2,2,3,3,2,2,2,2,2,2,0,gptchats_27829,2.0,80323439
