pid,item,human1_score,human2_score,classifier_score
675af02593fabc7398d6447e,feedback,4.0,,3.0
675e06422af6e9cb4bcbd459,feedback,2.0,4.0,3.0
675e8e92f5b7ffad57a265b1,feedback,0.0,2.0,2.0
67605cad2b91076c10846479,feedback,4.0,3.0,4.0
676060fef2955d6112c7e224,feedback,3.0,3.0,4.0
67609dc51817400f95f9db14,feedback,5.0,6.0,5.0
6760c6a23c7512b7ca3383d0,feedback,5.0,3.0,4.0
676288b65215f42b28a98b3f,feedback,3.0,4.0,4.0
67644c9e4a8508ec299135c5,feedback,4.0,4.0,5.0
67657ea1ad7558bf427f3a22,feedback,2.0,4.0,4.0
67687d94d5edc29f07de0176,feedback,2.0,,4.0
676d0d8ea1b34584f966c1f6,feedback,2.0,3.0,4.0
676d3ef7769d39d4537e67d4,feedback,5.0,4.0,4.0
676ee670250de1d8b3e57b03,feedback,2.0,,1.0
676fb072a0f80a990bd4cd32,feedback,3.0,2.0,4.0
67717e578f7fc3b6ff3c6ae8,feedback,6.0,6.0,5.0
677299ebbff623812504a11d,feedback,6.0,6.0,5.0
6772b66d08f724d93d1aab73,feedback,4.0,3.0,4.0
6772e1e5965ccca40d8cfba9,feedback,5.0,5.0,5.0
6773e8418b4496160ace9137,feedback,2.0,4.0,4.0
6775b6f1acaab15bb77f71af,feedback,5.0,6.0,5.0
677692c13cfeae70079e3caa,feedback,6.0,5.0,5.0
6777bc5eec85e7e2afa09d77,feedback,4.0,5.0,5.0
6777f8aafc72369e96bb6da6,feedback,2.0,3.0,3.0
6779cadff8dc4ddeecc54ce2,feedback,2.0,4.0,3.0
677a5d8e2115bfbb2fa0c73c,feedback,6.0,6.0,5.0
677be7f32b827fb2ae1eb7f0,feedback,2.0,2.0,3.0
677e74c8dd1dce11a8f96f88,feedback,2.0,6.0,4.0
678019571a2ac0496e597be5,feedback,2.0,1.0,4.0
6783379eb9fef4654886ead1,feedback,2.0,2.0,3.0
6788228f3fcc7c8b75b77522,feedback,3.0,6.0,5.0
67a688221058a62a9fa76a82,feedback,2.0,1.0,2.0
566feba6b937e400052d33b2,understanding,6.0,4.0,5.0
56f699e876348f000c883bba,understanding,3.0,,4.0
577a3dfd92c50c0001c9488f,understanding,5.0,4.0,4.0
57b4a771cda70d0001534835,understanding,2.0,2.0,3.0
57c357770e6a1f00015f6038,understanding,3.0,6.0,4.0
57dd3b0e91b7fc0001493db9,understanding,6.0,6.0,5.0
58d43fb77c08be0001c24830,understanding,3.0,5.0,5.0
595d3afcdd044900012ce78a,understanding,2.0,3.0,5.0
5962a5b29955ee00015bce98,understanding,4.0,4.0,5.0
598f22af33481c000164d359,understanding,6.0,5.0,5.0
599442e6bf8bcf0001ab6857,understanding,4.0,2.0,5.0
5997043dbbe84800017964a7,understanding,5.0,4.0,4.0
599ab130b5566b0001aa85bb,understanding,3.0,2.0,5.0
599acb2f6c165e000113fc70,understanding,4.0,6.0,5.0
59baa4f5178f1b00018289b2,understanding,2.0,4.0,4.0
59d1f0fffaf42e00012b6c20,understanding,2.0,5.0,5.0
59d3b07947f4e80001a6c551,understanding,2.0,3.0,4.0
59dccd61e75b450001a689b7,understanding,4.0,5.0,5.0
59e7232f24d7bf00012f112e,understanding,3.0,1.0,3.0
59ef022eae9f950001d84a43,understanding,6.0,3.0,5.0
5a57e4f7acc75b00017a2dcd,understanding,1.0,2.0,4.0
5a75b131eea3d300016ddc70,understanding,4.0,5.0,4.0
5a9c41f2dbdb470001eeef9c,understanding,6.0,4.0,5.0
5a9c4b3d35237b000112a00e,understanding,4.0,3.0,5.0
5aafd9eff69e940001d88bf4,understanding,2.0,4.0,3.0
5b2bcfb51835660001cc6751,understanding,3.0,5.0,5.0
5b2bd649ed66460001e86e39,understanding,5.0,4.0,5.0
5b4a3ab1bc06c90001f902f4,understanding,3.0,5.0,4.0
5bf53b3c87780800014ed5aa,understanding,4.0,4.0,5.0
5c197c9c020cbb00011201fe,understanding,2.0,6.0,5.0
5c37a0e7bef9a20001e3a497,understanding,4.0,2.0,5.0
5c407a2c41b3f9000195e19f,understanding,5.0,4.0,5.0
5c4602713d08e80001369876,understanding,4.0,5.0,5.0
5c4a061161db8c00015e4fb0,understanding,6.0,1.0,5.0
5c59e12429f64c0001cc6436,understanding,2.0,0.0,3.0
5c5b66cb3312f1000112f694,understanding,5.0,5.0,5.0
5c5d36bc034e280001644c3b,understanding,2.0,2.0,3.0
5c5ff87f8c0552000109d7de,understanding,2.0,4.0,4.0
5c72f9bf8711bf000139c5ee,understanding,4.0,3.0,3.0
5cad1eef8ed53d00180d2532,understanding,3.0,2.0,3.0
5cb87813635b940017c2037a,understanding,6.0,2.0,5.0
5cc99062d918560016acf6ac,understanding,3.0,4.0,4.0
5ce15b0ea7b516001828c646,understanding,4.0,,4.0
5cedaba627d8ce00018469bb,understanding,1.0,,1.0
5d02a158c8a372001abf3b30,understanding,4.0,4.0,5.0
5d038adefda4bb00013f8afb,understanding,3.0,5.0,5.0
5d0a5d36d41b4b00172c3cc9,understanding,5.0,4.0,5.0
5d20c6d5b1e50a001c19e622,understanding,1.0,6.0,3.0
5d3bfbebfd9694001a2d0f99,understanding,5.0,2.0,5.0
5d6d729b679b200019c12498,understanding,4.0,6.0,5.0
5db7203e98ecdf000ae8d504,understanding,3.0,2.0,3.0
5dcfaad2dd9a740c2493fc28,understanding,0.0,5.0,5.0
5e234e6d06121f5eceaba7f1,understanding,6.0,1.0,4.0
5e4feb8037713502e9ed364b,understanding,2.0,5.0,5.0
5e7d1c1e70dd753a081a29d9,understanding,5.0,6.0,5.0
5e7e1679f8a96f4be83e51e4,understanding,2.0,3.0,5.0
5e9086ca917d9039e3c4cd25,understanding,6.0,6.0,5.0
5ecd61476e04500905a6eed2,understanding,4.0,6.0,5.0
5f04dc9fb117c31680c1a4f5,understanding,2.0,2.0,4.0
5f05ef4bd552bc0009e5566c,understanding,3.0,2.0,5.0
5f0c86cbe4af1361b7158f3e,understanding,4.0,6.0,5.0
5f11eb333c6e2c0df5b92270,understanding,4.0,3.0,5.0
5f1beeacb55680420cfcae9e,understanding,3.0,4.0,5.0
5f2f280854c3203084e218e5,understanding,6.0,3.0,5.0
5f35222b79aaa5065c8919bd,understanding,2.0,4.0,4.0
5f4fbebb8bb76c0c01881651,understanding,2.0,3.0,4.0
5f514593ea1e87365b9cb05f,understanding,4.0,3.0,3.0
5f653cb18aad310a9ee7c32d,understanding,4.0,2.0,4.0
5f70576bb22a006197aea6de,understanding,6.0,5.0,5.0
5fb8dc3c8e8e964121c6aa4c,understanding,2.0,4.0,4.0
5fd4d10b2f970406fe63ad96,understanding,4.0,5.0,5.0
5fef2fa9efea401f0b55a7c2,understanding,2.0,4.0,4.0
6002ae1ea178912bfa128adf,understanding,6.0,5.0,5.0
600c125c46cf802e41733705,understanding,4.0,5.0,4.0
604a4755d62e5590404b5426,understanding,3.0,4.0,5.0
604fa685e33606f9a0ee8189,understanding,5.0,6.0,5.0
60537fdcda0ac05f1c59c57f,understanding,4.0,3.0,5.0
605731872f40ec675cdf1f0b,understanding,4.0,5.0,5.0
605a25c743f7ab91b0881ddf,understanding,4.0,4.0,5.0
609510855d0c8e5bd0bdaf98,understanding,4.0,6.0,5.0
609eda349f5d29975fbc2145,understanding,2.0,4.0,5.0
60ae777b1f2abe681e903d0d,understanding,4.0,4.0,4.0
60d3867b6e7529fc77032b54,understanding,5.0,,6.0
60fae066c4ab91522a85f075,understanding,3.0,3.0,4.0
6100105892a2248ae5d48498,understanding,6.0,2.0,4.0
6107b81f125c20be9e368b49,understanding,6.0,5.0,5.0
61166b2cec63d8ea49e36aac,understanding,5.0,6.0,5.0
61333ed3b980f519ee86c45c,understanding,4.0,4.0,5.0
61572b39d8a0be3869ccd5ae,understanding,4.0,4.0,5.0
616c83fb9916289f401fb837,understanding,5.0,5.0,5.0
6234905bd877b34677aaa521,understanding,4.0,1.0,3.0
62a76cb3209f192d4ac62bec,understanding,6.0,2.0,5.0
62ac24c9af89f1f28aea1d11,understanding,5.0,4.0,5.0
62c5ebe612c40c7e32390bf6,understanding,3.0,4.0,4.0
62e3f7b224ec70641fd86b7b,understanding,6.0,3.0,5.0
62fbd2e4a303a0c6ff0874b1,understanding,3.0,4.0,5.0
63469da3cef76cc5b3523b97,understanding,4.0,2.0,5.0
6346e117e4e283094ff51b84,understanding,0.0,1.0,4.0
638e2eed82fa613f2140ba13,understanding,5.0,,5.0
6394a8f1f510b07aeaf465e0,understanding,6.0,4.0,5.0
6399d599c9d83e0ed0317ea2,understanding,4.0,4.0,4.0
63e57ca5d6e126546cfc66bf,understanding,2.0,5.0,5.0
63f85b1c3124fd03faff2126,understanding,5.0,,5.0
640485331e13a7bfa4a43d46,understanding,2.0,2.0,5.0
6441204e8a1c0c51415ce0f8,understanding,4.0,3.0,4.0
6441795624090301ddeba81e,understanding,3.0,4.0,3.0
6447cf4c43802edcd6b846bc,understanding,6.0,6.0,5.0
64784f5998230a548cb9cc60,understanding,4.0,5.0,5.0
648028bc524faa07ef0547eb,understanding,3.0,1.0,4.0
6501b7fd7c5faeb580b81204,understanding,3.0,4.0,5.0
65030c046782881e902a5aaa,understanding,5.0,5.0,5.0
650ae1b2157df341fd193714,understanding,6.0,4.0,5.0
65456ebc819cdd5600552571,understanding,4.0,5.0,5.0
6559e8fcb4e07db3db4e2165,understanding,2.0,3.0,4.0
656f3c80f7ac5f41e230b9ee,understanding,5.0,4.0,5.0
6570824312e21ad0a49858f4,understanding,2.0,,3.0
657b2d22191dda04598ef38b,understanding,4.0,6.0,5.0
65ff48ba8866040c0d0649c5,understanding,2.0,2.0,3.0
66084cde8c8b94db6ce51ac9,understanding,2.0,3.0,4.0
660ed790b7c0b8649c41f432,understanding,4.0,4.0,5.0
6630f6bfbdc7906ef7c0ee24,understanding,2.0,2.0,5.0
66338f4346e84e4f0469bc21,understanding,3.0,4.0,4.0
663a28078139647b4663d09f,understanding,4.0,3.0,5.0
664b530d4cf8b88b68548a11,understanding,2.0,,3.0
6658b161dc9f95822cbcf443,understanding,6.0,,6.0
6658b52898569e477b21cf41,understanding,4.0,6.0,5.0
6658c369bc36ded0ffe472b8,understanding,3.0,4.0,4.0
6658c6e6298aedbc9b7ac19c,understanding,4.0,,5.0
6658d13e8f1ee667f426421c,understanding,6.0,5.0,5.0
6658d9826d4ec610f1b0cc33,understanding,6.0,3.0,5.0
6659b0c46a1675f2d40e2586,understanding,5.0,4.0,5.0
6659f89651bdadba584e647c,understanding,6.0,4.0,5.0
665bae8786e39a9d3071ef7c,understanding,4.0,3.0,5.0
665e0faa748512c88de27385,understanding,5.0,2.0,5.0
665fa30eccda55b454554d95,understanding,6.0,6.0,5.0
6671adcf4074ec7382ad560e,understanding,4.0,,4.0
6676e7538c7c4c68e18aa31a,understanding,4.0,6.0,5.0
66774233add67a4a8e71398e,understanding,3.0,4.0,5.0
6679886309dd90c237d80e5d,understanding,4.0,3.0,5.0
667ac4dcd237965bb30cb0d0,understanding,3.0,4.0,5.0
6682935831ecbb91041102e5,understanding,4.0,4.0,5.0
6683b0f95482b81b9714b57c,understanding,6.0,,5.0
66847cc7c67232fae11af5b3,understanding,4.0,2.0,4.0
668c39cf43ce2932522f9d37,understanding,6.0,6.0,5.0
668d371bd614f22c3433ea48,understanding,3.0,4.0,4.0
668fa82eb6aad7177cb29ba0,understanding,6.0,4.0,5.0
669038b13e852687aaf4a1cb,understanding,2.0,3.0,4.0
66912ce354d84162615be8ba,understanding,3.0,2.0,5.0
66924f3f720e8dcc562ef6fd,understanding,5.0,4.0,5.0
66958ca9d7179281d46faf5d,understanding,2.0,,1.0
6697864e364c6864275e4a17,understanding,5.0,3.0,5.0
669d7d04ec742963733a5b35,understanding,3.0,2.0,3.0
66a15c42533255e95d1d34a1,understanding,4.0,6.0,5.0
66a63fbb0a4f33f35327ed8b,understanding,4.0,2.0,5.0
66aa8dcfbc121dcef0433ecf,understanding,2.0,2.0,5.0
66b0829f976a969235a5ca75,understanding,4.0,,5.0
66ba62aba868595bbef88f10,understanding,4.0,6.0,4.0
66c5e698d9527f93c31cab42,understanding,6.0,3.0,5.0
66c746f450506abe4d80b5e1,understanding,4.0,2.0,5.0
66cf306107ad4fcf4bef6f2f,understanding,5.0,,5.0
66d05ce2ebc84bef33af3a06,understanding,2.0,4.0,5.0
66d9a01e46a5112c3146c2bd,understanding,2.0,6.0,5.0
66df649422e557253882cee8,understanding,4.0,6.0,5.0
66edea9d406f629b67ce30b8,understanding,1.0,1.0,3.0
66f1aeb024eaa71730ee0d8f,understanding,4.0,4.0,5.0
66fd3f6c93c24ecc119be354,understanding,4.0,4.0,4.0
670939463679b3968927066e,understanding,2.0,4.0,4.0
6709725953883fa2a8fe6957,understanding,5.0,5.0,5.0
670ffdb6896bad5ab5d6f894,understanding,6.0,5.0,5.0
6713edf459846149d7bcc948,understanding,4.0,3.0,5.0
6715013670bed7e4e955f109,understanding,3.0,2.0,2.0
67150a8c59846149d7bd00f2,understanding,3.0,2.0,5.0
671566748ec974a47ace455b,understanding,5.0,2.0,3.0
6718f7d06399295fc47821c0,understanding,2.0,2.0,4.0
671a5b8dfc53e73310491a62,understanding,2.0,2.0,5.0
67202234fd2f16cdb9c34721,understanding,5.0,4.0,5.0
67236d7fadd6365361bd7cc0,understanding,4.0,2.0,5.0
6727964977929019f6ff8a5d,understanding,0.0,,5.0
672b2e8321750551265ac390,understanding,5.0,3.0,5.0
672b8d3c37b9296c39c3f677,understanding,4.0,6.0,5.0
672c33aafed3be2f2a6ccfa0,understanding,6.0,4.0,5.0
672d027eb57569b5077e0cc4,understanding,6.0,4.0,5.0
672d2977ae54935ef84a2b74,understanding,3.0,6.0,5.0
672f38145bf80a772f4ac20a,understanding,6.0,3.0,5.0
67320610635afc65498583cb,understanding,6.0,6.0,4.0
6734acb87201d0735d63632c,understanding,2.0,4.0,4.0
6737d9fe76856492fd1603ef,understanding,2.0,4.0,5.0
6738a38d5b42ebdad45239a4,understanding,3.0,5.0,5.0
6738dae02c5a63be153fbe29,understanding,2.0,,4.0
673b5c1281eb82f767f4d71c,understanding,3.0,2.0,4.0
673bab950ce7fb673ff7eecc,understanding,3.0,4.0,4.0
673e1fe5947080d86c749aff,understanding,4.0,4.0,5.0
6740fd7385a9299cf29bdf96,understanding,5.0,6.0,5.0
6742f8bfd1cce3eadeee8c62,understanding,2.0,3.0,4.0
6744d50e3bd8711b57216cd2,understanding,4.0,5.0,5.0
67465c29233ddf0c2040ced8,understanding,6.0,6.0,5.0
6747536d88cb6d53b9bed191,understanding,4.0,4.0,4.0
6751467d0ef4bb17c804e4c0,understanding,5.0,4.0,4.0
675590f1eeef66188a85e1cd,understanding,2.0,6.0,4.0
67580f69a9a3cb759240904b,understanding,4.0,6.0,5.0
67591767ad41717a9710c4b8,understanding,3.0,3.0,4.0
6759718f66f6d338a0663100,understanding,1.0,4.0,4.0
675af02593fabc7398d6447e,understanding,4.0,,4.0
675e06422af6e9cb4bcbd459,understanding,4.0,5.0,4.0
675e8e92f5b7ffad57a265b1,understanding,4.0,2.0,3.0
67605cad2b91076c10846479,understanding,2.0,4.0,4.0
676060fef2955d6112c7e224,understanding,3.0,2.0,4.0
67609dc51817400f95f9db14,understanding,5.0,6.0,5.0
6760c6a23c7512b7ca3383d0,understanding,5.0,4.0,5.0
676288b65215f42b28a98b3f,understanding,4.0,4.0,4.0
67644c9e4a8508ec299135c5,understanding,4.0,4.0,5.0
67657ea1ad7558bf427f3a22,understanding,2.0,4.0,5.0
67687d94d5edc29f07de0176,understanding,6.0,,4.0
676d0d8ea1b34584f966c1f6,understanding,1.0,3.0,5.0
676d3ef7769d39d4537e67d4,understanding,4.0,4.0,5.0
676ee670250de1d8b3e57b03,understanding,2.0,,3.0
676fb072a0f80a990bd4cd32,understanding,2.0,3.0,4.0
67717e578f7fc3b6ff3c6ae8,understanding,6.0,4.0,5.0
677299ebbff623812504a11d,understanding,6.0,6.0,5.0
6772b66d08f724d93d1aab73,understanding,5.0,3.0,5.0
6772e1e5965ccca40d8cfba9,understanding,5.0,5.0,5.0
6773e8418b4496160ace9137,understanding,2.0,3.0,4.0
6775b6f1acaab15bb77f71af,understanding,4.0,4.0,5.0
677692c13cfeae70079e3caa,understanding,6.0,5.0,5.0
6777bc5eec85e7e2afa09d77,understanding,5.0,4.0,5.0
6777f8aafc72369e96bb6da6,understanding,2.0,2.0,4.0
6779cadff8dc4ddeecc54ce2,understanding,3.0,4.0,4.0
677a5d8e2115bfbb2fa0c73c,understanding,6.0,6.0,5.0
677be7f32b827fb2ae1eb7f0,understanding,2.0,2.0,4.0
677e74c8dd1dce11a8f96f88,understanding,3.0,6.0,5.0
678019571a2ac0496e597be5,understanding,3.0,1.0,4.0
6783379eb9fef4654886ead1,understanding,3.0,3.0,4.0
6788228f3fcc7c8b75b77522,understanding,3.0,6.0,5.0
67a688221058a62a9fa76a82,understanding,3.0,4.0,3.0
566feba6b937e400052d33b2,interpersonal,4.0,3.0,5.0
56f699e876348f000c883bba,interpersonal,3.0,,4.0
577a3dfd92c50c0001c9488f,interpersonal,5.0,5.0,4.0
57b4a771cda70d0001534835,interpersonal,2.0,3.0,3.0
57c357770e6a1f00015f6038,interpersonal,4.0,5.0,4.0
57dd3b0e91b7fc0001493db9,interpersonal,6.0,6.0,5.0
58d43fb77c08be0001c24830,interpersonal,4.0,6.0,5.0
595d3afcdd044900012ce78a,interpersonal,4.0,4.0,5.0
5962a5b29955ee00015bce98,interpersonal,4.0,4.0,5.0
598f22af33481c000164d359,interpersonal,6.0,5.0,4.0
599442e6bf8bcf0001ab6857,interpersonal,3.0,0.0,5.0
5997043dbbe84800017964a7,interpersonal,4.0,4.0,4.0
599ab130b5566b0001aa85bb,interpersonal,3.0,4.0,5.0
599acb2f6c165e000113fc70,interpersonal,4.0,6.0,5.0
59baa4f5178f1b00018289b2,interpersonal,3.0,4.0,4.0
59d1f0fffaf42e00012b6c20,interpersonal,2.0,4.0,5.0
59d3b07947f4e80001a6c551,interpersonal,2.0,4.0,4.0
59dccd61e75b450001a689b7,interpersonal,4.0,5.0,5.0
59e7232f24d7bf00012f112e,interpersonal,3.0,2.0,3.0
59ef022eae9f950001d84a43,interpersonal,6.0,4.0,5.0
5a57e4f7acc75b00017a2dcd,interpersonal,1.0,4.0,4.0
5a75b131eea3d300016ddc70,interpersonal,4.0,5.0,4.0
5a9c41f2dbdb470001eeef9c,interpersonal,6.0,4.0,5.0
5a9c4b3d35237b000112a00e,interpersonal,4.0,4.0,5.0
5aafd9eff69e940001d88bf4,interpersonal,2.0,2.0,2.0
5b2bcfb51835660001cc6751,interpersonal,4.0,5.0,5.0
5b2bd649ed66460001e86e39,interpersonal,5.0,5.0,5.0
5b4a3ab1bc06c90001f902f4,interpersonal,3.0,4.0,4.0
5bf53b3c87780800014ed5aa,interpersonal,4.0,3.0,5.0
5c197c9c020cbb00011201fe,interpersonal,2.0,5.0,5.0
5c37a0e7bef9a20001e3a497,interpersonal,4.0,2.0,5.0
5c407a2c41b3f9000195e19f,interpersonal,5.0,2.0,5.0
5c4602713d08e80001369876,interpersonal,4.0,4.0,5.0
5c4a061161db8c00015e4fb0,interpersonal,6.0,2.0,5.0
5c59e12429f64c0001cc6436,interpersonal,2.0,1.0,3.0
5c5b66cb3312f1000112f694,interpersonal,5.0,5.0,5.0
5c5d36bc034e280001644c3b,interpersonal,2.0,3.0,3.0
5c5ff87f8c0552000109d7de,interpersonal,2.0,4.0,4.0
5c72f9bf8711bf000139c5ee,interpersonal,4.0,3.0,3.0
5cad1eef8ed53d00180d2532,interpersonal,4.0,2.0,3.0
5cb87813635b940017c2037a,interpersonal,6.0,1.0,5.0
5cc99062d918560016acf6ac,interpersonal,4.0,3.0,4.0
5ce15b0ea7b516001828c646,interpersonal,4.0,,4.0
5cedaba627d8ce00018469bb,interpersonal,2.0,,1.0
5d02a158c8a372001abf3b30,interpersonal,3.0,4.0,5.0
5d038adefda4bb00013f8afb,interpersonal,4.0,5.0,5.0
5d0a5d36d41b4b00172c3cc9,interpersonal,4.0,4.0,4.0
5d20c6d5b1e50a001c19e622,interpersonal,2.0,4.0,3.0
5d3bfbebfd9694001a2d0f99,interpersonal,4.0,3.0,5.0
5d6d729b679b200019c12498,interpersonal,4.0,6.0,5.0
5db7203e98ecdf000ae8d504,interpersonal,4.0,2.0,3.0
5dcfaad2dd9a740c2493fc28,interpersonal,0.0,5.0,5.0
5e234e6d06121f5eceaba7f1,interpersonal,6.0,0.0,4.0
5e4feb8037713502e9ed364b,interpersonal,4.0,5.0,5.0
5e7d1c1e70dd753a081a29d9,interpersonal,5.0,6.0,5.0
5e7e1679f8a96f4be83e51e4,interpersonal,3.0,4.0,5.0
5e9086ca917d9039e3c4cd25,interpersonal,6.0,6.0,5.0
5ecd61476e04500905a6eed2,interpersonal,5.0,6.0,5.0
5f04dc9fb117c31680c1a4f5,interpersonal,4.0,2.0,4.0
5f05ef4bd552bc0009e5566c,interpersonal,2.0,2.0,5.0
5f0c86cbe4af1361b7158f3e,interpersonal,4.0,6.0,5.0
5f11eb333c6e2c0df5b92270,interpersonal,3.0,4.0,5.0
5f1beeacb55680420cfcae9e,interpersonal,3.0,4.0,4.0
5f2f280854c3203084e218e5,interpersonal,6.0,2.0,5.0
5f35222b79aaa5065c8919bd,interpersonal,3.0,4.0,4.0
5f4fbebb8bb76c0c01881651,interpersonal,2.0,3.0,4.0
5f514593ea1e87365b9cb05f,interpersonal,4.0,3.0,3.0
5f653cb18aad310a9ee7c32d,interpersonal,4.0,2.0,3.0
5f70576bb22a006197aea6de,interpersonal,6.0,5.0,5.0
5fb8dc3c8e8e964121c6aa4c,interpersonal,2.0,3.0,4.0
5fd4d10b2f970406fe63ad96,interpersonal,5.0,5.0,5.0
5fef2fa9efea401f0b55a7c2,interpersonal,2.0,3.0,4.0
6002ae1ea178912bfa128adf,interpersonal,5.0,6.0,5.0
600c125c46cf802e41733705,interpersonal,4.0,6.0,4.0
604a4755d62e5590404b5426,interpersonal,4.0,4.0,4.0
604fa685e33606f9a0ee8189,interpersonal,5.0,5.0,5.0
60537fdcda0ac05f1c59c57f,interpersonal,4.0,2.0,5.0
605731872f40ec675cdf1f0b,interpersonal,3.0,6.0,5.0
605a25c743f7ab91b0881ddf,interpersonal,4.0,4.0,5.0
609510855d0c8e5bd0bdaf98,interpersonal,4.0,6.0,5.0
609eda349f5d29975fbc2145,interpersonal,2.0,3.0,5.0
60ae777b1f2abe681e903d0d,interpersonal,4.0,3.0,4.0
60d3867b6e7529fc77032b54,interpersonal,5.0,,5.0
60fae066c4ab91522a85f075,interpersonal,3.0,3.0,4.0
6100105892a2248ae5d48498,interpersonal,5.0,2.0,4.0
6107b81f125c20be9e368b49,interpersonal,6.0,6.0,5.0
61166b2cec63d8ea49e36aac,interpersonal,5.0,5.0,5.0
61333ed3b980f519ee86c45c,interpersonal,4.0,4.0,4.0
61572b39d8a0be3869ccd5ae,interpersonal,4.0,4.0,5.0
616c83fb9916289f401fb837,interpersonal,5.0,5.0,5.0
6234905bd877b34677aaa521,interpersonal,4.0,2.0,3.0
62a76cb3209f192d4ac62bec,interpersonal,6.0,2.0,5.0
62ac24c9af89f1f28aea1d11,interpersonal,5.0,6.0,5.0
62c5ebe612c40c7e32390bf6,interpersonal,4.0,5.0,4.0
62e3f7b224ec70641fd86b7b,interpersonal,6.0,4.0,5.0
62fbd2e4a303a0c6ff0874b1,interpersonal,3.0,4.0,5.0
63469da3cef76cc5b3523b97,interpersonal,4.0,4.0,5.0
6346e117e4e283094ff51b84,interpersonal,0.0,2.0,4.0
638e2eed82fa613f2140ba13,interpersonal,5.0,,5.0
6394a8f1f510b07aeaf465e0,interpersonal,6.0,4.0,4.0
6399d599c9d83e0ed0317ea2,interpersonal,3.0,4.0,4.0
63e57ca5d6e126546cfc66bf,interpersonal,3.0,4.0,5.0
63f85b1c3124fd03faff2126,interpersonal,6.0,,5.0
640485331e13a7bfa4a43d46,interpersonal,2.0,3.0,5.0
6441204e8a1c0c51415ce0f8,interpersonal,5.0,2.0,4.0
6441795624090301ddeba81e,interpersonal,3.0,5.0,3.0
6447cf4c43802edcd6b846bc,interpersonal,6.0,6.0,5.0
64784f5998230a548cb9cc60,interpersonal,6.0,5.0,5.0
648028bc524faa07ef0547eb,interpersonal,3.0,2.0,4.0
6501b7fd7c5faeb580b81204,interpersonal,3.0,4.0,5.0
65030c046782881e902a5aaa,interpersonal,5.0,6.0,5.0
650ae1b2157df341fd193714,interpersonal,5.0,4.0,5.0
65456ebc819cdd5600552571,interpersonal,4.0,4.0,5.0
6559e8fcb4e07db3db4e2165,interpersonal,3.0,4.0,4.0
656f3c80f7ac5f41e230b9ee,interpersonal,4.0,4.0,5.0
6570824312e21ad0a49858f4,interpersonal,2.0,,3.0
657b2d22191dda04598ef38b,interpersonal,3.0,6.0,5.0
65ff48ba8866040c0d0649c5,interpersonal,2.0,2.0,3.0
66084cde8c8b94db6ce51ac9,interpersonal,2.0,2.0,4.0
660ed790b7c0b8649c41f432,interpersonal,3.0,4.0,5.0
6630f6bfbdc7906ef7c0ee24,interpersonal,2.0,3.0,4.0
66338f4346e84e4f0469bc21,interpersonal,2.0,5.0,4.0
663a28078139647b4663d09f,interpersonal,4.0,3.0,4.0
664b530d4cf8b88b68548a11,interpersonal,1.0,,0.0
6658b161dc9f95822cbcf443,interpersonal,6.0,,6.0
6658b52898569e477b21cf41,interpersonal,4.0,4.0,5.0
6658c369bc36ded0ffe472b8,interpersonal,4.0,2.0,4.0
6658c6e6298aedbc9b7ac19c,interpersonal,4.0,,5.0
6658d13e8f1ee667f426421c,interpersonal,6.0,5.0,5.0
6658d9826d4ec610f1b0cc33,interpersonal,6.0,3.0,5.0
6659b0c46a1675f2d40e2586,interpersonal,5.0,4.0,5.0
6659f89651bdadba584e647c,interpersonal,6.0,4.0,5.0
665bae8786e39a9d3071ef7c,interpersonal,4.0,4.0,5.0
665e0faa748512c88de27385,interpersonal,5.0,3.0,5.0
665fa30eccda55b454554d95,interpersonal,6.0,6.0,5.0
6671adcf4074ec7382ad560e,interpersonal,5.0,,4.0
6676e7538c7c4c68e18aa31a,interpersonal,5.0,6.0,5.0
66774233add67a4a8e71398e,interpersonal,2.0,4.0,5.0
6679886309dd90c237d80e5d,interpersonal,4.0,3.0,5.0
667ac4dcd237965bb30cb0d0,interpersonal,5.0,4.0,5.0
6682935831ecbb91041102e5,interpersonal,4.0,4.0,5.0
6683b0f95482b81b9714b57c,interpersonal,6.0,,5.0
66847cc7c67232fae11af5b3,interpersonal,4.0,2.0,4.0
668c39cf43ce2932522f9d37,interpersonal,6.0,4.0,5.0
668d371bd614f22c3433ea48,interpersonal,3.0,3.0,4.0
668fa82eb6aad7177cb29ba0,interpersonal,4.0,4.0,5.0
669038b13e852687aaf4a1cb,interpersonal,3.0,4.0,4.0
66912ce354d84162615be8ba,interpersonal,4.0,2.0,4.0
66924f3f720e8dcc562ef6fd,interpersonal,5.0,4.0,4.0
66958ca9d7179281d46faf5d,interpersonal,2.0,,1.0
6697864e364c6864275e4a17,interpersonal,4.0,4.0,5.0
669d7d04ec742963733a5b35,interpersonal,4.0,2.0,3.0
66a15c42533255e95d1d34a1,interpersonal,4.0,6.0,5.0
66a63fbb0a4f33f35327ed8b,interpersonal,5.0,2.0,5.0
66aa8dcfbc121dcef0433ecf,interpersonal,2.0,2.0,5.0
66b0829f976a969235a5ca75,interpersonal,4.0,,5.0
66ba62aba868595bbef88f10,interpersonal,4.0,6.0,4.0
66c5e698d9527f93c31cab42,interpersonal,6.0,3.0,5.0
66c746f450506abe4d80b5e1,interpersonal,4.0,2.0,4.0
66cf306107ad4fcf4bef6f2f,interpersonal,5.0,,5.0
